label,text
A,The system shall have an uptime of at least 99.9%.
SC,The system shall be able to support up to 10000 simultaneous users.
LF,The system shall use a modern and intuitive user interface.
PE,The system shall be able to handle a peak load of 10000 requests per second.
SE,The system shall implement secure authentication and authorization mechanisms.
LF,The system shall provide clear and concise error messages to users.
F,The system shall provide a search function for finding specific items or content.
L,The system shall comply with all applicable data protection and privacy regulations.
US,The system shall be accessible to users with disabilities.
LF,The system shall be optimized for use on mobile devices.
A,The system shall be available 24/7/365 with no more than 1 hour of planned downtime per month.
SC,The system shall be able to handle a 50% increase in user traffic within one hour.
SE,The system shall encrypt all sensitive data both in transit and at rest.
LF,The system shall have a responsive design that adjusts to different screen sizes.
PE,The system shall be able to process transactions in real-time.
US,The system shall provide clear and concise instructions for all user actions.
F,The system shall provide the ability to sort and filter data.
L,The system shall comply with all relevant industry standards and best practices.
SC,The system shall be able to handle a 100% increase in user traffic within 24 hours.
LF,The system shall have a consistent and professional visual design.
A,The system shall be able to recover from a failure within 5 minutes.
US,The system shall provide clear and prominent feedback to users for all user actions.
SE,The system shall have multiple layers of security to protect against attacks and data breaches.
LF,The system shall use a consistent color scheme and typography throughout the user interface.
PE,The system shall be able to handle at least 1000 concurrent users.
F,The system shall allow for the creation and management of user accounts.
L,The system shall comply with all relevant international laws and regulations.
SC,The system shall be able to handle a 200% increase in user traffic within one week.
A,The system shall have a disaster recovery plan in place.
US,The system shall provide context-sensitive help and guidance to users.
SE,The system shall log all user activity for auditing and security purposes.
LF,The system shall use icons and other visual cues to aid in navigation and usability.
PE,The system shall be able to handle at least 1000 requests per second with a response time of less than 500ms.
F,The system shall provide the ability to export data in a variety of formats.
L,The system shall be audited regularly to ensure compliance with all relevant laws and regulations.
SC,The system shall be able to handle a 500% increase in user traffic within one month.
PE,The system shall refresh the display every 60 seconds.
LF,The application shall match the color of the schema set forth by Department of Homeland Security
US,If projected the data must be readable. On a 10x10 projection screen 90% of viewers must be able to read Event / Activity data from a viewing distance of 30
A,The product shall be available during normal business hours. As long as the user has access to the client PC the system will be available 99% of the time during the first six months of operation.
US,If projected the data must be understandable. On a 10x10 projection screen 90% of viewers must be able to determine that Events or Activities are occuring in current time from a viewing distance of 100
SE,The product shall ensure that it can only be accessed by authorized users. The product will be able to distinguish between authorized and unauthorized users in all access attempts
US,The product shall be intuitive and self-explanatory. : 90% of new users shall be able to start the display of Events or Activities within 90 minutes of using the product.
PE,The product shall respond fast to keep up-to-date data in the display.
F,The system shall have a MDI form that allows for the viewing of the graph and the data table.
F,The system shall display Events in a vertical table by time.
F,The system shall display the Events in a graph by time.
F,The system shall display Events or Activities.
F,The display shall have two regions: left 2/3 of the display is graphical right 1/3 of the display is a data table
F,The data displayed in both the nodes within the graph and the rows in the table are MSEL Summary data
F,The table side of the display shall be split into 2 regions: sequential and temporal.
F,The top 1/4 of the table will hold events that are to occur sequentially.
F,The bottom 3/4 of the table will hold events that occur according to its relevance to current time.
F,The system shall color code events according to their variance from current time.
F,The system shall display data from the Sync Matrix 1.0 and Exercise Management Tool 1.0 applications
F,The system shall link Events back to either the Sync Matrix 1.0 or the Exercise Managment Tool 1.0 applications for modifications.
F,The system shall allow modification of the display.
F,The system shall offer a display of all the Events in the exercise.
F,The system shall filter data by: Venues and Key Events.
F,The system shall allow a user to define the time segments
F,The system shall display the local and exercise time in separate clocks
F,The system shall offer the ability to pause and resume the refresh of data.
F,The system shall provide charts for the Activity or Event actual versus assumed time.
F,The system shall provide a history report of changes made to the Activity or Event data
LF,The look and feel of the system shall conform to the user interface standards of the smart device.
LF,The user interface shall have standard menus buttons for navigation
LF,The system shall have a professional appearance
LF,The product shall have a consistent color scheme and fonts.
US,The system shall be used by realtors with no training.
US,The system shall be intuitive and self explanatory.
US,The product shall be easy for a realtor to learn.
US,The product shall use symbols and words that are naturally understandable by the realtor community.
PE,The product shall produce search results in an acceptable time
PE,The search results shall be returned no later 30 seconds after the user has entered the search criteria
PE,The product shall generate a CMA report in an acceptable time.
PE,The CMA report shall be returned no later 60 seconds after the user has entered the CMA report criteria.
PE,The product shall synchronize contacts and appointments in an acceptable time.
PE,The product shall synchronize with the office system every hour.
A,The product shall be available for use 24 hours per day 365 days per year
A,Out of 1000 accesses to the system the system is available 999 times.
SC,The product shall be able to support multiple remote users
SC,The product shall be able support 1000 simultaneous users.
SC,The product shall be capable of handling the existing 1000 users. This number is expected to grow 5 times within the next year.
US,The product shall be installed by an untrained realtor without recourse to separately-printed instructions.
US,90% of untrained realtors shall be able to install the product on their device without printed instructions
SE,Only registered realtors shall be able to access the system.
SE,Every user of the system shall be authenticated and authorized.
SE,The product shall prevent its data from incorrect data being introduced.
F,The system shall allow a real estate agent to query MLS information
F,The user shall be able to get driving directions to a selected property
F,The user shall be able to download appointments and contact information for clients
F,The system shall display clear property images in the search results
F,The system shall update or create new property listings in the MLS
F,Realtor shall be able to generate a CMA report based on property criteria
F,The system shall be able to call the seller or buyer to schedule an appointment
F,The realtor shall be notified of new client appointments after automatic synchronization with office system
F,The realtor shall be able to retrieve a map showing property locations for a specified area
F,The system shall notify the realtor when a seller or buyer responds to an appointment request
F,The product shall allow the user to save the property search results.
US,The system shall be easy to use by the Program Administrators/Nursing Staff Members.
US,All of the users shall be able to use the system after one day of training.
US,The system shall help the user avoid making mistakes while scheduling classes and clinicals for the nursing students.
US,The number of mistakes noted by the students shall be decreased by 50% in the first year.
US,The system shall be intuitive to the Program Administrators/Nursing Staff Members.
US,2 out of 3 Program Administrators/Nursing Staff Members shall successfully be able to use the system to manage the scheduling of classes and clinicals.
US,The system shall use symbols and words that are naturally understandable by the user community.
US,The verbiage used within the system shall be consistent with Standard English and the terminology of the national Nursing Community.
PE,Staff members shall be able to complete a set of tasks in a timely manner.
PE,The response time of general student management tasks shall take no longer than 5 seconds and the response time of schedule generation shall take no longer than 30 seconds.
A,The system shall be available for use between the hours of 8am and 6pm.
A,The system shall achieve 95% up time.
SC,system shall be able to handle all of the user requests/usage during business hours.
SC,The system shall cater to 10 simultaneous users from 9am to 5pm.
SC,The system shall be capable of processing 100% of nursing students and their classes for the next 10 years.
SC,The system shall be expected to manage the nursing program curriculum and class/clinical scheduling for a minimum of 5 years.
SE,Only authorized users shall have access to clinical site information.
SE,Program Administrators/Nursing Staff Members are the only people who shall have access to clinical site details.
SE,Only authorized users shall have access to students’ personal information.
SE,Dr Susan Poslusny and Dr Julie Donalek are the only people who shall have access to students’ personal information.
SE,Only authorized users shall have access to the portion of the system that interfaces with CampusConnect.
SE,Fit Criterion: Dr Susan Poslusny and Karen Sysol are the only people who shall have access to the final class section scheduling for the system that interfaces with CampusConnect.
SE,The system shall have basic data integrity checking to reduce the possibility of incorrect or invalid data being introduced.
SE,The system shall protect private information in accordance with the organization’s information policy.
SE,The system shall be built such that it is as secure as possible from malicious interference.
SE,The system shall use the organization’s standard virus protection software to help monitor threats to itself.
F,A cohort shall be associated to one Program of Study offered by the department.
F,Program Administrators and Nursing Staff Members shall be able to add a listing of students to a cohort.
F,Program Administrators and Nursing Staff Members shall be able to add a single student to a cohort
F,Students added to a cohort shall be eligible for the cohort’s Program of Study.
F,Program Administrators and Nursing Staff Members shall be able to specify the preferred sequence of classes for a given cohort.
F,For each class within a sequence for a cohort Program Administrators and Nursing Staff Members shall be able to specify which quarter that class will be offered.
F,Program Administrators and Nursing Staff Members shall be able to add new classes to a sequence of classes
F,Program Administrators and Nursing Staff Members shall be able to add clinical classes or sections to a sequence of classes
F,Program Administrators and Nursing Staff Members shall be able to add a new cohort to the system identified by start month and year.
F,Program Administrators and Nursing Staff Members shall be able to add new classes for the nursing department into the system.
F,A class shall be either a non-clinical class or a clinical class.
F,A non-clinical class shall specify the course name lecture room requirements and instructor needs.
F,A clinical class shall specify the course name lecture room requirements clinical site needs lecture instructor needs and clinical lab instructor needs.
F,Program Administrators/Nursing Staff Members shall be able to create a new Program of Study.
F,A Program of Study shall consist of a program name and listing of required classes (both clinical and non-clinical) that must be completed.
F,Program Administrators and Nursing Staff Members shall have the ability to specify which classes are required for a Program of Study
F,The system shall be able to display a report of needed classes for a given quarter for all cohorts of all programs for Program Administrators/Nursing Staff Members’ planning purposes.
F,The report of needed classes shall include (but not be limited to) classes to be offered number of sections needed number of labs needed and room types needed.
F,Classes for a given cohort shall not conflict with regards to the time and day that they are offered.
F,Program Administrators and Nursing Staff Members shall be able to add a new clinical site into the system.
F,Clinical site information shall include (but not be limited to) the name of the site contact person and contact information.
F,Program Administrators and Nursing Staff Members shall be able to add a new clinical lab section for an existing clinical class into the System.
F,A clinical lab section shall include the clinical site name the class instructor day and time of the lab.
F,Program Administrators and Nursing Staff Members shall be able to add a student who has registered for a clinical class to a clinical lab section for that class.
F,The system shall allow a Program Administrator or Nursing staff member to remove a student from a clinical lab section.
F,The system shall allow a Program Administrator/Nursing Staff Member to move a student from one clinical lab section to another clinical lab section corresponding to the same clinical class.
F,Program Administrators/Nursing Staff Members shall be able to cancel a clinical lab section only if there are no students registered for that clinical lab section.
F,A Program Administrator/Nursing Staff Member shall be able to add a new nursing student to the system.
F,A staff member shall have the ability to manage the progress of a part time student which includes modifying their sequence of classes and timeline of classes.
F,The system shall be able to display a printable summary for individual cohorts which will include the students enlisted the Program of study sequence of classes cohort progress through the program and timeline of completion.
F,The system shall be able to display a printable summary for individual clinical sites which will include information on labs being held at that site for the given quarter (Clinical site general information on labs held at that location dates and times of all labs held there).
F,The system shall be able to display a printable summary for individual clinical labs which will include (but not be limited to) class name class number lab section listing of students enrolled instructor day(s) time and location.
F,The system shall be able to display a printable summary for individual nursing students which will include (but not be limited to) student name student ID admission date classes credits GPA and the cohort that the student is enrolled in.
F,The system shall be able to display a printable summary of the system log.
F,The system shall contain contact information (e-mail and phone number) for all people relevant to the system including (but not limited to) staff members students lecture instructors clinical lab instructors and clinical site administrators.
F,The system will use the stored e-mail addresses as a primary means of communicating information to affected parties.
F,The system will notify affected parties for routine communication purposes including but not limited to informing students of upcoming offered classes (timeline) and what their schedule will be/shall be.
F,The system will notify affected parties when changes occur affecting clinicals including but not limited to clinical section capacity changes and clinical section cancellations.
F,The system will notify affected parties when changes occur affecting classes including but not limited to class cancellations class section detail changes and changes to class offerings for a given quarter.
F,The system will notify affected parties when changes occur affecting cohorts including but not limited to changes to the sequence for a cohort’s program of study and changes to a given week’s schedule (lab cancelled this week due to instructor illness).
F,The system will notify affected parties when changes occur affecting specific students including but not limited to changing a student’s status from full time to part time and moving a student to a different clinical section.
F,Program Administrators/Nursing Staff Members shall have the ability to modify information relating to cohorts including cohort identifier program of study preferred sequence of classes and quarters that a cohort will be taking specific classes.
F,Program Administrators/Nursing Staff Members shall have the ability to modify information relating to a Program of Study within the Nursing Department including the Program of study name and required classes for that Program of Study.
F,Program Administrators/Nursing Staff Members shall have the ability to modify information relating to a Clinical Site including the clinical site name site contact person contact information and address.
F,Program Administrators/Nursing Staff Members shall have the ability to modify information relating to a Clinical Lab Section including the clinical site name the department/section for the lab the class instructor day and time of lab and contact information.
F,Program Administrators/Nursing Staff Members shall have the ability to modify information relating to a Nursing Student including student ID student name phone number e-mail status (full time or part time) and program of study.
LF,The Disputes application shall comply with the corporate standards for user interface creation for internally and externally used applications.
LF,All screens created as part of the Disputes application must comply with corporate standards for interface creation.
US,The list of dispute cases that are displayed after a search is performed must be color coded for easy identification of dispute cases based upon the dispute case status.
US,100% of the cardmember and merchant services representatives shall use the Disputes application regularly after a 2-day training course.
US,100% of cardmember services representatives shall be able to successfully create a dispute case on the first encounter after completing the training course.
US,100% of merchant services representatives shall be able to successfully perform a follow up action on a dispute case on the first encounter after completing the training course.
PE,The maximum wait time for a user navigating from one screen to another within the Disputes application shall be no more than 5 seconds.
PE,The Disputes application shall support 350 concurrent users without any degradation of performance in the application.
SE,The Disputes application shall ensure that only users with the appropriate access level are allowed to initiate dispute requests.
SE,Only users with Update access must be able to initiate dispute requests.
SE,The Disputes application shall ensure that only authorized users are allowed to logon to the application.
SE,All authorized users once authenticated must be able to logon to the Disputes System
SE,The Disputes System shall generate a User Report that details any new users that have been added and any changes to an existing user’s access level. The report will be reviewed for auditing purposes.
SE,All additions of new users and modifications to user’s access shall be recorded on the User Report.
SE,If a user account is revoked it can only be re-instantiated by the System Administrator.
SE,Only the System Administrator shall be able to reset a revoked user logon account
SE,The Disputes application shall manipulate and view business data. Users will not have direct access to data files or databases.
SE,All updates to data files or database must be initiated from the Disputes System.
L,The Disputes application must conform to the legal requirements as specified by the Merchant Operating Regulations.
L,All business rules specified in the Disputes System shall be in compliance with the Merchant Operating Regulations.
L,The Disputes application must conform to the legal requirements as specified by Regulation E and Regulation Z that govern credit card disputes processing.
L,All business rules specified in the Disputes System shall be in compliance to the guidelines of Regulation E and Regulation Z.
L,The Disputes application must maintain a detailed history of every action that a user takes on a dispute case. This ensures a complete audit trail if questions arise later on with regard to a particular dispute case.
L,All actions that modify an existing dispute case must be recorded in the case history.
F,The Disputes System must be accessible by both internal and external users.
F,The Disputes System must prevent users from accessing any dispute cases that do not belong to their cardholder base.
F,The Disputes System will facilitate direct data entry of a dispute case via a user interface that supports real time responses to the users.
F,The Disputes System must provide different levels of access with regard to disputes case initiation and follow-up actions.
F,The Disputes System shall provide view access capability for authorized users of the application.
F,The Disputes System shall provide update access capability for authorized users of the application.
F,The Disputes System must allow the users to select disputable transactions (based on the age of the transaction) from a user interface and initiate a dispute (ticket retrieval request or chargeback notification) on the selected transaction.
F,The Disputes System must provide the user the ability to initiate a single dispute case on multiple transactions that belong to a single merchant.
F,The Disputes System will provide the user the ability to create or initiate a ticket retrieval request. As part of ticket retrieval creation process the system must prompt the user to enter all the required information to create the ticket retrieval request. The ticket retrieval request is a document that is sent to merchant inquiring the validity of a transaction.
F,The Disputes System must allow the user to create three unique types of ticket retrieval requests. The three types of ticket retrieval requests are (1) Request for original receipt (2) Request for a copy of the receipt or (3) Request for a portfolio. A portfolio consists of documentation that would provide proof of a purchase such as the documentation that is received from a car rental agency that is more than a sales receipt.
F,The Disputes System must prevent external users from requesting original receipts. Requests for original receipts are restricted to internal users.
F,The Disputes System must provide a confirmation to the user upon the creation of ticket retrieval request that contains the following information; the dispute case number the type of retrieval requested (copy original or portfolio) and the date that the merchant response is due.
F,The Disputes System shall allow the user to create or initiate a chargeback request. The system must prompt the user to enter the required information to initiate a chargeback request. The chargeback request results in a printed chargeback notification that is sent to merchant indicating that their account will be charged back if no proof is provided that the disputed transaction is valid.
F,The Disputes System must provide a confirmation to the user upon the creation of a chargeback request. The confirmation must contain the following information; the dispute case number the type of chargeback requested (pending or immediate) and the date that the merchant response is due.
F,The Disputes System shall prevent the creation of duplicate dispute requests 100% of the time.
F,The Disputes System shall accurately provide a list of possible reason codes for a given transaction. The list of possible reason codes must be derived based on the type of transaction and the industry that the merchant belongs to according to the business rules defined for the Disputes System.
F,The Disputes System must provide the ability to view existing dispute cases.
F,The Disputes System must provide Search functionality. The search method must include the ability to search by (1) the dispute case number (2) the merchant account number (3) the cardmember account number and (4) the issuer number. In addition to the above criteria the search functionality must further allow the user to limit the results of the search by a date range the type of dispute (ticket retrieval request or chargeback notification) the case status (open closed or all) and the dispute reason code.
F,A list of all disputes cases that meet the entered search criteria must be provided to the user. The list of cases must differentiate the type and/or status of the case by color -coding the line item in the list. For example all open cases will be yellow and all closed cases will be gray.
F,The Disputes System shall provide the users the ability to view the history of all activities that have occurred on the dispute case.
F,The Dispute System shall provide the users with the ability to follow up on a dispute case via follow-up actions. The list of available follow up actions for a given dispute case must be filtered by the status of the case and the access level of the user.
F,The Disputes System shall record the name of the user and the date for any activity that creates or modifies the disputes case in the system. A detailed history of the actions taken on the case including the date and the user that performed the action must be maintained for auditing purposes.
F,For any systematic (non-user initiated) action that occurs on a case such as the disputes aging process a case activity will be generated. Upon the next logon the user that initiated the dispute case must be notified that a systematic action has occurred on the dispute case.
F,All letter requests must be formatted according to guidelines specified by the Print Letter Utility system.
F,Any disputes cases that have been closed for over 6 months must be purged from the online disputes database.
LF,The product shall comply with corporate User Interface Guidelines
LF,The product shall comply with corporate color scheme
LF,The appearance of the product shall appear professional
US,The product shall be easy to use by Adjusters and Collision Estimators. 95% of Adjusters and Collision Estimators shall find the product easy to use.
US,The product shall increase productivity of Collision Estimators. 80% of the Collision Estimators shall agree their productivity has increase within 1 month of using the product.
US,Users shall feel satisfied using the product. 85% of all users will be satisfied with the product.
US,The product shall be easy to learn by Adjusters and Collision Estimators. The product shall be learned with two days onsite training
US,The user shall easily locate instructions while using the product. User help can be found within 90% of the system.
PE,The search for recycled parts shall take no longer than 15 seconds. The search results shall be returned in under 15 seconds.
PE,The search for the preferred repair facility shall take no longer than 8 seconds. The preferred repair facility is returned within 8 seconds
PE,The recycled parts audit report shall be returned to the user within 10 seconds. The audit report shall be returned within 10 seconds.
PE,The preferred repair facility ratings shall be saved within 5 seconds. The save shall occur within 5 seconds.
A,The product shall adhere to the corporate online availability schedule. The application is brought down only within 98% of the scheduled outages per the availability schedule.
A,The product shall achieve a 98% uptime. The product shall not fail more than 2% of the available online time.
SC,The product shall be able to handle up to 1500 simultaneous users. The system shall perform with 1500 users as a time.
SC,The average number of recycled parts records per day shall be 50 000.
SC,The product shall be able to handle 10 000 concurrent users within 2 years of the initial launch.
SE,Only adjusters can request recycled parts audit reports. No users without an adjuster role shall request recycled parts audits.
SE,Only adjusters with a supervisor role can update preferred repair facility ratings. Users without the supervisor role cannot access the repair facility ratings.
SE,Only collision estimators shall search for recycled parts. Users without the collision estimator role shall not have access to the search for recycled parts.
SE,Only valid data shall be entered into the system. No invalid data shall be entered into the system.
SE,One insurance company shall not be able to view another insurance companys claim data.
SE,The product shall free of computer viruses.
SE,The system shall prevent malicious attacks including denial of service.
L,The product must comply with Sarbanes-Oxley.
L,The product shall comply with the estimatics laws relating to recycled parts usage.
L,The product shall comply with insurance regulations regarding claims processing.
F,The user shall search for the preferred repair facility using vehicle vehicle location and radius in miles
F,The vehicle data shall include vehicle year make and model
F,The vehicle location shall include street address city state and zipcode
F,The system shall resolve the zipcode for the street address city and state if zipcode is unknown.
F,The search radius shall be between 1 and 30 miles
F,The system shall locate the preferred repair facility with the highest ratings for the input criteria
F,The adjuster shall enter the preferred repair facility on the estimate assignment.
F,The adjuster shall be able to override the preferred repair facitlity on the estimate assignment.
F,The preferred repair facility shall be returned to the user.
F,The system shall return a list of repair facilities within the radius if the preferred repair facility cannot be determined.
F,The estimator shall search for available recycled parts using damaged vehicle parts information.
F,The estimator shall search for available recycled parts using a list of preferred parts suppliers.
F,The system shall search for available recycled parts for the supplied vehicle parts and suppliers.
F,The estimator shall search by zipcode with a radius of 30 miles if no parts are found for the preferred parts suppliers
F,The system shall retain the available recycled parts and suppliers returned from the search.
F,The available recycled parts information and their suppliers shall be returned to the user.
F,The estimator shall apply selected recycled parts to the collision estimate.
F,The estimator shall not apply recycled parts to the collision estimate if no available parts are returned.
F,The adjuster shall review the collision estimate.
F,The adjuster shall request a recycled parts audit of the collision estimate.
F,The recycled parts search results provided to the estimator shall be retrieved by the system.
F,The system shall generate an audit report based on the available recycled parts and the collision estimate.
F,The audit report shall include the total number of recycled parts used in the estimate.
F,The audit report shall include the number of available recycled parts from the original search results.
F,The audit report shall include the percentage of available recycled parts used in the estimate 
F,The audit report shall include the total score of the audit which sums the indivual line items.
F,The audit report shall be displayed to the user.
F,The audit report shall be available to other adjusters at later points in time.
F,The user shall select to view the preferred repair facility ratings.
F,The current repair facility ratings shall be displayed to the user.
F,The system will display a blank set of ratings if there are not ratings yet defined.
F,The user shall enter new ratings based on the audit report
F,The ratings shall be from a scale of 1-10
F,The ratings shall include categories for attempted use of recycled parts and actual use of recycled parts
F,The user shall select to save the preferred repair facility ratings.
F,The preferred repair facility ratings shall be saved by the system.
LF,The product’s Look and Feel shall be able to incorporate aspects of the customer’s organization such as logo branding and identity
LF,The product shall have a conservative and professional appearance.
US,The product shall make the users want to use it. 80% of the users surveyed report they are regularly using the product after the first 2 weeks post-launch.
US,The product shall be easy to use. 90% of users will be able to successfully reserve a conference room within 5 minutes of product use.
US,The product shall give users feedback when necessary. 80% of the users surveyed report that the product accurately confirms their actions.
US,The product shall allow the user to select a chosen language from one of the target market countries.
US,The product shall allow for customization of start page and views preferences.
US,An employee will be able to successfully use the product within a few minutes. After informally navigating the product for less than 15 minutes users shall be able to successfully setup meetings and reserve conference rooms.
US,The product shall use a standard navigation menu familiar to most web users.
US,The product shall allow for intuitive searching of available conference rooms.
US,The product shall conform to the Americans with Disabilities Act.
PE,The response shall be fast enough to avoid interrupting the user’s flow of thought. 90% of tasks shall complete within 5 seconds. 98% of tasks shall complete within 8 seconds.
A,Aside from server failure the software product shall achieve 99.99% up time.
SC,The product shall be capable of handling up to 1 000 concurrent requests. This number will increase to 2 000 by Release 2. The concurrency capacity must be able to handle peak scheduling times such as early morning and late afternoon hours.
SC,The product shall be able to process 10 000 transactions per hour within two years of its launch. This number will increase to 20 000 by Release 2.
SC,The product shall be expected to operate for at least 5 years for each customer installation.
US,A new user must be able to be added to the system within 10 minutes. 90% of new users are able to log into the system within 10 minutes.
US,Every registered user will have access to the product’s support site via the Internet. 70% of registered users shall find a solution to their problem within 5 minutes of using the support site.
US,The product shall be translated into foreign languages other than the target market countries’ languages in future releases. For each emerging target market it shall take no more than 5 days to configure the product for that market’s language.
SE,The product shall ensure that only company employees or external users with company-approved user IDs may have product access. 100% of all logons shall be by either company employees or external users with company-approved user IDs.
SE,Only managers are able to perform search queries for reservations by user. 100% of all search queries for reservations by user shall be from logons of only management logons.
SE,The product shall ensure that the database’s data corresponds to the data entered by the user. Each conference room reservation in the system will contain the same information as was entered by the user.
SE,The product shall prevent the input of malicious data. The product and/or adjacent hardware/software systems’ data shall remain 100% uncorrupted each time malicious data is input into the product.
SE,The product shall have the ability to receive automatic software updates as new threats emerge. 100% of customers will be able to receive automatic software updates transmitted to the installed product.
SC,The language of the product shall accommodate all of the target market countries. 90% of survey respondents from each target market country will find that the language of the product is acceptable.
US,The product shall be able to display calendar dates and times according to the user’s locale. 90% of survey respondents from each target market country will find that the date and time formatting of the product is correct.
F,The product shall record meeting entries.
F,The product will notify employees of meeting invitations.
F,The product shall have the ability to send meeting reminders to employees.
F,The product shall assign the organizers contact information to each meeting they create.
F,The product will record meeting acknowledgements.
F,The product shall store new conference rooms.
F,The product shall update existing conference rooms.
F,The product will be able to delete conference rooms.
F,The product shall be able to store new room equipment.
F,The product will update existing room equipment.
F,The product shall be able to delete room equipment.
F,The product shall allow an organizer to invite other employees to meetings.
F,Each time a conference room is reserved the conference room schedule shall be updated to reflect the time and date of the reservation.
F,The product shall record the transportation status of equipment reserved.
F,The product shall display a map of the company building showing conference room locations.
F,The product shall record updated meeting agendas.
F,The product shall send a meeting confirmation to the meeting organizer.
F,The product shall display room equipment according to search parameters.
F,The product shall display conference rooms according to search parameters.
F,The product shall record different meeting types.
F,The product shall record all the equipment that has been reserved.
F,The product shall notify building personnel of equipment transport requests.
F,The product will allow priviledged users to view meeting schedules in multiple reporting views.
F,The product shall be able to send meeting notifications via different kinds of end-user specified methods.
F,The product shall have a customizable Look and Feel.
F,The product shall have an intuitive user interface.
F,The product will display an available status for unreserved conference rooms.
PE,Recreation of Inventory Quantity Adjustment for the period of previous 30 days shall take no more than 30min.
PE,The System shall allow for a minimum of 6 users to work at the same time.
SE,The System shall maintain consistent security. Any changes in user passwords and/or permissions should take affect in all parts of the System.
SE,The System shall granularly control access rights to all major subsystems. It should be possible to assign access rights to all subsystems independently.
L,The System shall meet all applicable accounting standards. The final version of the System must successfully pass independent audit performed by a certified auditor.
F,The System shall allow generation of Inventory Quantity Adjustment documents on demand.
F,The System shall allow on demand generation of all Inventory Quantity Adjustment documents since certain point of time.
F,The IQA subsystem shall take into account current inventory status and adjust inventory of substitutionary ingredients accordingly.
F,The System shall allow entering storing and modifying product formulas.
F,Product formulas shall allow use of semi-products which have own formulas.
F,Product formula ingredients shall allow defining substitutionary ingredients.
F,Product formula substitutionary ingredients shall be entered automatically by the PFE subsystem.
F,Formula substitutionary ingredients shall be kept in persisted order
F,Product shall allow entering storing and modifying product menus used by POS terminals.
F,PME Subsystem shall allow building product menus based on the list of products kept in the accounting system.
F,PME Subsystem shall allow keeping submenus within menus and products within submenus in a managed and persisted order.
F,PME Subsystem shall allow for a product to exist in more than one submenu
F,The RMS System shall have Windows XP look and feel and use GUI futures making its use intuitive.
F,The System shall generate Inventory Quantity Adjustment document based on product daily sales data and product formulas.
F,The System shall generate Inventory Quantity Adjustment document automatically when daily Product Sales data is available.
PE,Administrator shall be able to activate a pre-paid card via the Administration section in under 5 seconds.
PE,Customer shall be able to check the status of their prepaid card by entering in the PIN number in under 5 seconds.
PE,System shall let customers register on the website as a “pay as you go” user in under 5 minutes.
PE,System shall let customers register on the website as a “unlimited movie subscriber” user in under 10 minutes.
PE,System shall let existing customers log into the website with their email address and password in under 5 seconds.
PE,System shall let customers cancel their account process shall take no longer than 2 minutes. Database will mark the account as inactive and user will not be able to log into the website.
PE,System shall let administrator de-activate a customer account in under 1 minute. Customer will no longer be able to access the website.
PE,System shall let administrator add/remove movies on the website in under 5 minutes. Entered movie information will be stored in the database and will now be available on the website.
PE,System shall let the administrator add/remove categories on the website in under 5 minutes.
PE,System shall let Izogn Manager access sales and usage statistics in under 2 minutes.
PE,System shall let administrators generate unique pre-paid pins in under 2 minutes and generate an Excel file with the generated PINs.
LF,The website shall be attractive to all audiences. The website shall appear to be fun and the colors should be bright and vibrant.
LF,The website should have an African feel but should not alienate non-Africans. The website should use animation on pages which are describing the services to grab the users attention and encourage them to sign up.
LF,The website design should be modern clean and concise.
US,The product should be able to be used by 90% of novice users on the Internet.
US,Users should only have to navigate through a maximum of 4 pages to create an account with the website.
US,Users should be able to access their streaming movies in under 2 clicks after logging into the website.
US,An anonymous survey will show that 70% of customers are comfortable purchasing streaming movies after 2 weeks using the website.
US,An anonymous survey will show that 95% of customers are comfortable using and purchasing pre-paid cards after a month of using the system.
US,The product shall retain the customer’s buying preferences and information.
US,The product shall be easy for customers with novice skills on the Internet to purchase and watch streaming movies. Customers should be able to purchase and watch a pre-determined movie in under 3 minutes.
US,The product shall use symbols and words that are naturally understandable by users familiar with websites
US,The website will use standard Internet conventions when interacting with the user.
PE,Any interface between a user and the automated system shall have a maximum response time of 5 seconds unless noted by an exception below.
PE,When purchasing a streaming movie or pre-paid card via credit card the processing time should have a maximum response time of 15 seconds.
PE,When streaming a movie the buffering time should take no longer than 10 seconds (plus any latency on the user’s connection.)
PE,While streaming a movie buffering should only occur if there is latency in the user’s connection.
SE,All credit card information will be secured on the server and only accessible by authorized Izogn administrators. Information will be encrypted in the database.
A,The website shall be available for use 24 hours per day 365 days per year.
A,The website shall achieve 99.5% up time.
A,All movies shall be streamed on demand at any time of the day.
SC,The streaming server will support 50 simultaneous streaming connections.
SC,The streaming server will support a maximum of 700 movies; new servers can be added to support more movies.
SC,The server will support a maximum of 1 000 simultaneous users.
SC,The website shall be capable of supporting 100 000 customers.
PE,Izogn Administrator must be able to update the category listings on the website within 2 minutes.
PE,Izogn Administrator must be able to add new products to the website within 2 minutes.
A,The system will provide a 24 hour 800 toll free number for support to its customers.
US,The website will provide a help section with answers and solutions to common problems.
A,Velkat staff will be available for phone support between 7am-7pm M-F to provide technical support to the Izogn administrators.
SE,Only registered customers can purchase streaming movies.
SE,A customer can only stream a movie if they purchased it and are within the 2 day viewing period.
SE,Only authorized personnel can access customer records in the database.
SE,Only administrators can activate a pre-paid card.
SE,Only authorized personnel can access sales information.
SE,The website shall prevent its data from being corrupted when incorrect data is entered in.
SE,The website shall protect itself from intentional abuse and notify the administrator at all occurrences.
SE,Data integrity scripts will be run on a weekly basis to verify the integrity of the database.
